,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,años_puesto_actual,departamento,rol_y_departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,recibe_mismo_salario,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_ satisfaccion_relaciones,nivel_satisfaccion_conciliacion
954,"852,0",No,0,44,1979,Single,3,,travel_rarely,6.44,Yes,"80,0",2,9,"10,0",5,2,3,,,,2,healthcare representative,,"3,0",50.0,625.0,5197,5933.0,12,5933.0,0,3,4,2,4,"2,0"
955,"859,0",No,0,32,1991,Divorced,4,Life Sciences,,20.92,True,"80,0",3,2,"8,0",5,0,3,,,,2,sales executive,,"3,0",73.0,,9250,4403.0,11,4403.0,1,3,2,4,3,"2,0"
956,,No,1,53,1970,Married,2,,,11.27,0,,3,7,"35,0",5,0,4,,,,3,sales executive,Yes,"3,0",78.0,661.0,20715,10934.0,18,10934.0,1,2,1,4,4,"3,0"
957,"872,0",No,0,22,2001,,2,Life Sciences,,1.61,0,,2,6,"4,0",2,2,2,,,,2,manufacturing director,,"4,0",,,19146,,22,,2,2,4,4,1,"1,0"
958,"874,0",No,0,44,1979,,4,Life Sciences,travel_rarely,12.87,False,,2,2,"10,0",3,0,2,,,,1,laboratory technician,Yes,"4,0",62.0,986.0,5044,,24,,1,4,1,4,3,"2,0"
959,"881,0",Yes,1,35,1988,Divorced,4,Life Sciences,travel_frequently,40.23,True,,3,1,"10,0",10,7,8,,,,1,research scientist,,"3,0",96.0,,16612,2022.0,19,2022.0,1,3,4,2,1,"2,0"
960,"885,0",No,0,25,1998,,1,,,6.44,0,,1,1,"5,0",5,0,3,,,,2,sales executive,No,"3,0",87.0,583.0,18154,4256.0,12,4256.0,0,2,3,1,1,"4,0"
961,,No,1,49,1974,,3,Technical Degree,travel_rarely,1.61,False,,2,2,"7,0",4,0,2,,,,1,research scientist,No,"3,0",36.0,1418.0,10554,3580.0,16,3580.0,1,3,3,1,2,"3,0"
962,"888,0",No,0,24,1999,,1,Life Sciences,non-travel,30.58,False,,2,0,,5,3,4,,,,1,laboratory technician,,"3,0",,1269.0,10778,,17,,0,2,1,4,4,"2,0"
963,"893,0",No,0,38,1985,,3,Marketing,travel_rarely,14.48,1,"80,0",3,0,"3,0",2,1,2,,sales,sales representative  -  sales,1,sales representative,,"3,0",98.0,395.0,12102,2899.0,19,2899.0,1,2,2,2,4,"3,0"
964,"896,0",Yes,1,29,1994,,3,Medical,travel_rarely,1.61,0,"80,0",3,6,"5,0",3,0,2,,,,1,sales representative,Yes,"3,0",48.0,341.0,23522,,19,,3,2,2,3,3,"3,0"
965,"902,0",No,1,43,1980,Married,3,Life Sciences,travel_frequently,1.61,1,"80,0",2,4,"12,0",5,2,2,,,,2,healthcare representative,,"3,0",33.0,,21782,5562.0,13,5562.0,1,3,4,4,2,"2,0"
966,"916,0",No,0,28,1995,Single,4,Medical,travel_rarely,8.05,False,"80,0",3,1,"4,0",4,0,2,,,,2,sales executive,,"3,0",98.0,821.0,24252,,14,,0,3,1,4,2,"3,0"
967,"922,0",Yes,1,20,2003,Single,3,,travel_rarely,3.22,1,,3,1,"2,0",2,0,2,,,,1,sales representative,,"3,0",49.0,500.0,22052,,13,,0,2,3,3,4,"2,0"
968,"925,0",No,1,47,1976,Single,4,Life Sciences,,3.22,1,,3,1,"3,0",3,1,2,,,,1,sales representative,Yes,"3,0",65.0,1454.0,13137,,18,,0,2,4,4,1,"2,0"
969,,Yes,1,22,2001,Married,1,Life Sciences,travel_rarely,4.83,True,,3,0,"4,0",3,0,2,,,,2,manufacturing director,Yes,"3,0",34.0,617.0,10022,,19,,1,3,2,3,1,"4,0"
970,"930,0",No,1,28,1995,Divorced,3,Medical,,14.48,Yes,,2,5,"6,0",2,2,2,,,,1,research scientist,No,"3,0",77.0,995.0,9834,2377.0,18,2377.0,1,3,3,3,2,"3,0"
971,,Yes,0,39,1984,Married,3,Medical,,9.66,Yes,,2,7,,2,2,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,,"4,0",70.0,1122.0,4303,2404.0,21,2404.0,0,3,4,1,4,"1,0"
972,"939,0",No,0,33,1990,Single,4,,travel_rarely,1.61,False,,1,3,,3,0,2,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",100.0,1198.0,3339,2799.0,11,2799.0,0,2,3,1,2,"3,0"
973,,No,0,36,1987,Single,4,Other,travel_rarely,11.27,1,"80,0",6,2,"8,0",6,0,1,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",65.0,188.0,23293,,18,,0,3,2,4,3,"3,0"
974,"975,0",No,1,35,1988,,3,,travel_rarely,77.25,Yes,,3,1,"5,0",5,1,0,,,,2,sales executive,,"3,0",86.0,1219.0,6179,,16,,0,3,3,3,2,"3,0"
975,"991,0",Yes,0,31,1992,Single,2,Medical,,14.48,0,,0,0,"4,0",3,1,2,,,,1,research scientist,Yes,"4,0",46.0,335.0,10322,,22,,0,2,3,1,1,"3,0"
976,"995,0",No,1,33,1990,Single,1,Life Sciences,travel_rarely,20.92,0,,4,3,"5,0",3,0,2,,,,1,research scientist,,"3,0",53.0,461.0,17241,3452.0,18,3452.0,0,3,2,4,1,"3,0"
977,"1001,0",No,1,27,1996,Marreid,4,,,38.62,False,,2,9,"4,0",2,2,2,,,,1,laboratory technician,No,"3,0",37.0,1134.0,12086,2811.0,14,2811.0,1,3,24,2,2,"3,0"
978,,Yes,1,30,1993,Married,3,,travel_rarely,35.41,1,,2,4,,5,0,1,,,,1,research scientist,,"3,0",48.0,138.0,11539,,11,,0,3,1,3,2,
979,,No,1,24,1999,Divorced,1,Medical,,27.36,0,,6,1,"5,0",4,3,2,,,,2,manufacturing director,No,"3,0",41.0,1206.0,24117,4377.0,15,4377.0,2,2,4,3,2,"3,0"
980,"1010,0",Yes,0,35,1988,Divorced,4,Other,travel_rarely,22.53,0,"80,0",2,1,"5,0",4,0,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,Yes,"4,0",39.0,622.0,10074,,24,,1,2,3,2,4,"1,0"
981,"1017,0",Yes,1,30,1993,,3,,,8.05,True,,3,0,"4,0",3,1,2,,,,1,laboratory technician,,"3,0",60.0,109.0,25725,,17,,0,3,2,2,1,"3,0"
982,"1022,0",No,0,48,1975,,3,,travel_rarely,9.66,Yes,,0,2,"19,0",2,2,2,,research & development,healthcare representative  -  research & development,2,healthcare representative,No,"3,0",97.0,277.0,13119,4240.0,13,4240.0,0,2,1,3,4,"3,0"
983,,No,1,41,1982,,2,Medical,travel_rarely,11.27,False,,6,6,"8,0",2,2,1,,,,2,manufacturing director,,"3,0",42.0,549.0,23371,,14,,0,3,4,3,2,"3,0"
984,"1027,0",No,1,27,1996,,4,,,3.22,Yes,,2,0,,3,2,2,,research & development,manufacturing director  -  research & development,2,manufacturing director,,"3,0",47.0,1055.0,4658,4227.0,18,4227.0,1,3,1,4,2,
985,"1028,0",No,0,35,1988,,3,Other,travel_rarely,16.09,0,,4,1,"3,0",3,1,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"4,0",45.0,802.0,9541,3917.0,20,3917.0,1,3,2,4,1,"2,0"
986,"1037,0",Yes,0,26,1997,Single,2,Medical,non-travel,46.67,Yes,"80,0",6,8,,2,2,2,,,,2,sales executive,No,"3,0",79.0,265.0,21813,4969.0,18,4969.0,0,1,2,1,4,"3,0"
987,"1044,0",No,1,33,1990,,1,Life Sciences,non-travel,12.87,False,,2,0,,2,2,2,,sales,sales representative  -  sales,1,sales representative,,"3,0",,1038.0,21437,,19,,0,2,2,4,4,"2,0"
988,"1053,0",Yes,0,26,1997,Married,3,Life Sciences,,3.22,1,,2,6,"6,0",3,1,2,,,,1,research scientist,,"3,0",57.0,342.0,15346,2042.0,14,2042.0,1,3,1,1,2,"3,0"
989,,No,0,38,1985,,4,,travel_frequently,4.83,False,,2,3,"8,0",2,2,2,,,,1,research scientist,No,"3,0",44.0,1186.0,2997,2821.0,16,2821.0,1,3,3,3,1,"3,0"
990,"1069,0",No,0,46,1977,,4,Medical,,75.64,True,"80,0",0,9,"23,0",2,2,2,,,,5,research director,No,"3,0",40.0,430.0,21445,,17,,2,3,47,4,4,"3,0"
991,"1077,0",Yes,1,20,2003,Single,3,Marketing,,14.48,1,"80,0",3,1,"2,0",2,0,2,,,,1,sales representative,Yes,"3,0",54.0,769.0,17205,,14,,0,3,4,4,2,"3,0"
992,"1084,0",No,0,30,1993,Marreid,3,Other,,32.19,0,,1,0,"7,0",6,0,2,,,,2,manufacturing director,,"3,0",85.0,1176.0,9096,9957.0,15,9957.0,1,3,20,1,3,"2,0"
993,"1094,0",No,0,27,1996,Married,5,,non-travel,12.87,0,"80,0",4,1,"3,0",3,1,2,,,,1,laboratory technician,,"3,0",87.0,1277.0,5869,,19,,3,1,1,3,4,
994,"1096,0",No,0,55,1968,Married,1,,,3.22,Yes,,4,3,"23,0",3,1,2,,,,3,manufacturing director,No,"3,0",65.0,1091.0,15813,,18,,1,3,4,2,2,"3,0"
995,"1099,0",No,0,33,1990,,3,Life Sciences,travel_rarely,8.05,1,,2,4,,3,1,2,,,,3,healthcare representative,No,"3,0",34.0,654.0,21214,,15,,1,2,4,4,3,"3,0"
996,"1102,0",No,0,28,1995,,2,Life Sciences,,24.14,Yes,,5,1,"4,0",4,2,2,,,,1,laboratory technician,No,"3,0",50.0,895.0,22482,2207.0,16,2207.0,1,3,1,3,4,"2,0"
997,"1103,0",No,0,34,1989,,1,Life Sciences,,4.83,1,,1,0,,6,0,4,,,,2,healthcare representative,No,"3,0",45.0,618.0,22266,7756.0,17,7756.0,0,3,1,4,3,"2,0"
998,"1108,0",Yes,0,33,1990,Single,3,Medical,,40.23,False,,0,4,"5,0",2,2,2,,,,1,research scientist,Yes,"4,0",55.0,1017.0,2993,,20,,0,2,1,2,2,"3,0"
999,"1114,0",No,1,33,1990,Married,3,Life Sciences,,11.27,0,"80,0",3,0,"4,0",3,0,2,,,,2,sales executive,No,"3,0",30.0,970.0,13401,,17,,1,3,4,2,3,"3,0"
1000,"1131,0",No,1,21,2002,Single,1,,,1.61,True,"80,0",6,1,"2,0",2,2,2,,,,1,research scientist,Yes,"3,0",70.0,984.0,25326,2070.0,11,2070.0,0,2,4,2,3,"4,0"
1001,"1135,0",No,0,31,1992,Married,3,,travel_frequently,32.19,1,,4,0,"3,0",2,2,2,,,,1,sales representative,No,,67.0,793.0,21981,2791.0,12,2791.0,1,4,3,4,1,"3,0"
1002,,No,0,35,1988,Divorced,2,Marketing,,17.7,Yes,,3,1,"5,0",5,0,2,,,,2,sales executive,,"3,0",54.0,1182.0,18500,,11,,1,3,4,4,4,"3,0"
1003,"1140,0",No,0,34,1989,Single,2,,,3.22,1,"80,0",3,2,,3,0,2,,,,2,manufacturing director,No,"3,0",95.0,1003.0,15834,,11,,0,3,4,3,4,
1004,"1157,0",Yes,1,33,1990,Single,4,,,14.48,False,,3,0,"6,0",5,0,3,,,,2,sales executive,,"3,0",77.0,603.0,18385,8224.0,17,8224.0,0,3,1,1,1,"3,0"
1005,"1160,0",Yes,0,31,1992,,3,Medical,,24.14,1,,5,1,,2,2,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",72.0,874.0,6233,2610.0,12,2610.0,1,3,3,3,3,"2,0"
1006,"1161,0",No,1,37,1986,,2,,travel_rarely,40.23,True,,2,7,"9,0",6,1,3,,,,2,healthcare representative,No,"3,0",52.0,367.0,17171,5731.0,13,5731.0,2,2,3,4,3,"3,0"
1007,"1162,0",No,0,27,1996,Married,3,,travel_rarely,9.66,1,,0,1,"4,0",4,2,2,"2,0",,,1,research scientist,No,,55.0,199.0,7950,2539.0,13,2539.0,1,2,4,3,3,"3,0"
1008,"1185,0",No,0,35,1988,Married,4,Other,travel_frequently,6.44,True,,2,1,"2,0",2,2,2,,,,1,laboratory technician,,"3,0",,,26537,2376.0,13,2376.0,1,2,4,4,2,"4,0"
1009,,No,1,56,1967,Divorced,4,,,6.44,True,,2,4,"28,0",5,4,2,,,,5,manager,No,"3,0",92.0,718.0,18575,,13,,1,3,4,1,4,"3,0"
1010,"1195,0",No,1,45,1978,,3,Medical,,11.27,1,,2,4,,3,0,2,,research & development,research scientist  -  research & development,1,research scientist,Yes,"3,0",83.0,1457.0,20100,,19,,1,3,1,3,3,
1011,,No,0,20,2003,Single,3,,travel_rarely,4.83,1,,2,1,"2,0",2,1,2,,,,1,laboratory technician,,"3,0",87.0,805.0,12828,,12,,0,2,1,3,1,"2,0"
1012,,No,1,50,1973,,3,,travel_frequently,3.22,True,"80,0",3,2,,2,2,2,,,,4,manager,No,"4,0",30.0,1421.0,9490,,22,,1,3,4,1,3,
1013,"1217,0",No,0,46,1977,,2,Life Sciences,,24.14,Yes,,2,5,"25,0",4,0,3,,,,5,research director,,"3,0",52.0,1450.0,10849,19081.0,11,19081.0,1,3,4,2,1,"3,0"
1014,"1234,0",No,1,32,1991,Married,3,Other,,20.92,1,"80,0",2,1,"2,0",2,2,2,,,,1,laboratory technician,No,"4,0",77.0,116.0,7331,2743.0,20,2743.0,1,2,3,2,3,"3,0"
1015,,No,1,35,1988,Married,2,,,12.87,0,,6,4,"16,0",13,4,12,,,,3,sales executive,,"3,0",78.0,1212.0,13755,,11,,1,2,3,4,2,"2,0"
1016,,No,1,29,1994,Divorced,3,Life Sciences,,1.61,1,,5,1,"3,0",3,1,2,,,,1,research scientist,No,"3,0",97.0,1010.0,5598,3760.0,15,3760.0,3,3,1,4,1,
1017,,Yes,1,21,2002,,2,,travel_frequently,16.09,1,,2,1,"2,0",2,2,2,,,,1,laboratory technician,,"4,0",45.0,,25308,,20,,0,2,1,3,3,"1,0"
1018,,No,1,34,1989,,3,Marketing,travel_rarely,3.22,Yes,,3,0,"4,0",3,0,2,,,,2,sales executive,,"3,0",86.0,131.0,6039,4538.0,12,4538.0,0,3,3,1,4,"3,0"
1019,"1286,0",No,0,28,1995,Single,4,Medical,,1.61,0,"80,0",2,0,,4,0,2,,,,1,laboratory technician,Yes,"3,0",44.0,791.0,6842,,11,,0,3,4,3,3,"2,0"
1020,"1291,0",No,0,35,1988,Married,1,Life Sciences,travel_rarely,9.66,False,"80,0",3,0,"4,0",3,2,2,,,,1,research scientist,Yes,,66.0,735.0,6020,,14,,0,3,3,3,4,"3,0"
1021,,No,0,28,1995,Married,3,Life Sciences,travel_frequently,3.22,0,,2,1,,2,2,2,,,,1,laboratory technician,,"3,0",52.0,193.0,14222,3867.0,12,3867.0,1,2,4,4,2,"3,0"
1022,"1301,0",No,0,28,1995,Single,3,Technical Degree,travel_rarely,1.61,0,,2,2,"5,0",3,1,2,,,,1,research scientist,,"3,0",84.0,640.0,4732,2080.0,11,2080.0,0,3,4,1,2,"2,0"
1023,"1303,0",No,1,25,1998,Single,3,Medical,,1.61,False,"80,0",3,1,,2,2,1,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",40.0,266.0,18830,2096.0,18,2096.0,0,3,4,2,4,"2,0"
1024,"1308,0",No,0,58,1965,,4,Life Sciences,,37.01,1,,3,1,,2,2,2,,,,1,research scientist,,"3,0",88.0,848.0,26076,,12,,2,3,1,3,4,"3,0"
1025,,Yes,0,39,1984,Single,3,Medical,,37.01,False,,2,0,"6,0",5,0,3,,,,1,research scientist,,"3,0",93.0,,22154,3904.0,13,3904.0,0,3,3,1,1,"3,0"
1026,"1311,0",No,1,30,1993,Married,3,Technical Degree,travel_rarely,9.66,True,,6,0,"10,0",9,6,7,,,,2,laboratory technician,No,"3,0",48.0,1138.0,23631,4627.0,12,4627.0,1,2,1,4,1,"3,0"
1027,"1317,0",No,1,50,1973,Marreid,3,Life Sciences,,74.03,1,"80,0",2,4,,3,1,2,,,,4,research director,,"3,0",43.0,,22422,,11,,0,3,46,1,2,
1028,"1329,0",No,0,41,1982,Single,2,Medical,,16.09,1,,4,1,"19,0",19,11,9,,,,2,sales executive,No,"3,0",40.0,256.0,22074,,13,,0,1,3,2,1,"3,0"
1029,"1331,0",Yes,1,31,1992,,3,,,1.61,False,"80,0",2,1,,3,2,2,,,,1,sales representative,Yes,"3,0",54.0,,8319,2302.0,11,2302.0,0,3,4,2,1,"4,0"
1030,"1333,0",Yes,0,44,1979,,3,Life Sciences,,4.83,Yes,,4,4,"10,0",3,1,2,,,,1,laboratory technician,No,,89.0,935.0,14669,,12,,0,3,1,1,3,"4,0"
1031,,No,0,40,1983,Divorced,2,,non-travel,25.75,True,,0,9,"6,0",4,0,0,,research & development,research scientist  -  research & development,1,research scientist,No,"3,0",74.0,458.0,8532,,16,,1,3,3,3,2,"3,0"
1032,"1358,0",No,0,25,1998,Married,1,Medical,travel_rarely,30.58,0,,6,3,,3,1,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,,"3,0",67.0,882.0,9075,,11,,3,3,4,4,3,"2,0"
1033,"1361,0",No,0,40,1983,,4,Life Sciences,travel_rarely,1.61,Yes,"80,0",3,3,"7,0",4,0,3,,,,1,laboratory technician,No,"4,0",88.0,329.0,6762,,22,,1,3,2,2,3,"3,0"
1034,,No,1,51,1972,,2,Technical Degree,travel_rarely,17.7,1,"80,0",1,3,,5,0,3,,,,4,manufacturing director,No,"3,0",82.0,,24439,,16,,0,2,4,2,2,"2,0"
1035,"1371,0",No,0,27,1996,Single,1,Life Sciences,travel_frequently,3.22,False,,3,3,,6,0,0,,,,2,sales executive,No,"4,0",43.0,793.0,20392,5071.0,20,5071.0,0,1,4,4,2,"3,0"
1036,"1380,0",Yes,1,35,1988,Married,4,Marketing,,28.97,1,,0,0,"5,0",4,3,2,,,,2,sales executive,,"3,0",67.0,662.0,23288,,18,,1,3,4,3,3,"2,0"
1037,,No,0,38,1985,divorced,3,,,11.27,Yes,,2,1,"4,0",4,0,3,,,,1,research scientist,No,"3,0",57.0,693.0,15748,,11,,3,4,4,3,4,"3,0"
1038,"1389,0",Yes,0,31,1992,Married,4,,,35.41,True,,3,1,"10,0",10,6,7,,,,2,manufacturing director,,"3,0",98.0,,21057,,15,,2,3,4,3,4,"2,0"
1039,,No,0,51,1972,,3,,,3.22,1,,5,2,"14,0",4,3,2,,,,3,sales executive,,"3,0",52.0,541.0,15395,10596.0,11,10596.0,0,3,2,2,2,"3,0"
1040,"1392,0",No,1,41,1982,,3,,,35.41,0,,4,3,"12,0",6,3,3,,,,2,research scientist,,"3,0",75.0,1200.0,13953,5467.0,14,5467.0,2,3,4,4,1,"2,0"
1041,"1396,0",No,0,32,1991,Married,1,Marketing,,3.22,1,,3,0,"4,0",3,1,2,,,,2,sales executive,Yes,"3,0",36.0,499.0,20497,,13,,3,3,3,2,1,"2,0"
1042,,No,0,25,1998,Married,1,Life Sciences,travel_rarely,28.97,False,"80,0",3,2,"6,0",3,1,2,,,,2,sales executive,No,"3,0",93.0,1372.0,12477,,11,,0,4,1,3,2,"2,0"
1043,"1403,0",No,1,27,1996,Married,3,Marketing,,16.09,1,"80,0",3,1,,6,4,4,"2,0",,,2,sales executive,Yes,"3,0",98.0,,7100,5769.0,11,5769.0,0,2,4,4,4,"3,0"
1044,"1405,0",Yes,1,27,1996,Single,4,Life Sciences,travel_rarely,35.41,1,,2,1,"8,0",8,7,7,,,,1,research scientist,Yes,,51.0,,25681,2394.0,13,2394.0,0,3,4,3,4,"3,0"
1045,"1411,0",No,1,37,1986,Single,3,Medical,,17.7,True,"80,0",6,4,"8,0",3,0,2,,,,1,laboratory technician,No,"3,0",94.0,1462.0,19106,3629.0,18,3629.0,0,3,1,3,1,"3,0"
1046,"1412,0",No,0,35,1988,,2,Life Sciences,travel_frequently,28.97,1,,2,2,"10,0",2,2,2,,,,3,manufacturing director,No,"3,0",60.0,200.0,19944,9362.0,11,9362.0,0,3,3,4,3,"3,0"
1047,"1415,0",No,0,25,1998,,3,,,1.61,True,,2,4,"7,0",3,0,2,,,,1,laboratory technician,No,"3,0",81.0,949.0,4910,3229.0,11,3229.0,1,3,1,4,2,"2,0"
1048,"1428,0",No,1,30,1993,Divorced,4,Marketing,,11.27,1,"80,0",3,7,,3,0,2,,,,2,sales executive,No,"3,0",73.0,,12761,,14,,2,3,4,1,2,"3,0"
1049,,No,1,31,1992,,5,Life Sciences,,12.87,Yes,,3,3,,3,1,0,,research & development,research director  -  research & development,4,research director,No,"3,0",93.0,182.0,8847,16422.0,11,16422.0,0,3,1,2,3,"4,0"
1050,"1436,0",No,1,36,1987,,4,Marketing,,25.75,False,"80,0",3,4,"11,0",3,0,2,,,,2,sales executive,No,"3,0",98.0,329.0,13494,5647.0,13,5647.0,2,2,3,1,1,"2,0"
1051,"1439,0",Yes,0,25,1998,,2,,travel_rarely,14.48,True,"80,0",2,3,"6,0",3,2,2,,,,1,sales representative,No,"3,0",68.0,383.0,15182,4400.0,12,4400.0,0,2,1,1,1,"3,0"
1052,"1441,0",No,1,56,1967,,2,Life Sciences,,1.61,True,,3,2,"5,0",3,1,0,,,,1,research scientist,,"4,0",90.0,1255.0,10494,2066.0,22,2066.0,1,3,1,1,4,"4,0"
1053,"1448,0",No,0,41,1982,,5,Medical,,8.05,1,,5,2,"7,0",4,0,3,,,,1,research scientist,,"3,0",90.0,,5561,,12,,0,4,2,3,1,
1054,,No,1,31,1992,,2,,travel_rarely,12.87,True,,3,9,"8,0",3,0,2,,,,1,human resources,No,,96.0,1398.0,24609,,18,,0,4,4,2,4,"3,0"
1055,"1464,0",Yes,0,31,1992,,3,Life Sciences,travel_frequently,3.22,Yes,,2,6,"7,0",2,2,2,"2,0",research & development,laboratory technician  -  research & development,1,laboratory technician,,"3,0",94.0,523.0,21081,,13,,1,3,2,4,3,"1,0"
1056,"1466,0",No,0,48,1975,Divorced,3,Marketing,,11.27,0,,3,4,,2,2,2,,sales,sales executive  -  sales,2,sales executive,No,"3,0",96.0,1221.0,24795,5486.0,11,5486.0,3,3,3,1,1,"3,0"
1057,"1467,0",Yes,1,34,1989,Married,4,,,14.48,False,,0,1,"2,0",2,2,2,,,,1,human resources,No,"3,0",52.0,1107.0,3072,,15,,0,3,1,3,4,"3,0"
1058,"1471,0",No,0,44,1979,Single,3,Life Sciences,,8.05,0,"80,0",5,3,"7,0",5,0,3,,,,1,laboratory technician,,"3,0",90.0,981.0,7973,3162.0,14,3162.0,0,2,3,3,4,"3,0"
1059,"1473,0",No,0,49,1974,Married,4,,travel_rarely,8.05,1,"80,0",0,2,"20,0",3,1,2,,research & development,healthcare representative  -  research & development,2,healthcare representative,No,,96.0,1495.0,21534,6651.0,14,6651.0,1,3,1,3,2,"2,0"
1060,"1475,0",No,0,44,1979,,3,Life Sciences,,32.19,0,,3,1,"6,0",5,1,3,,,,1,research scientist,,"3,0",49.0,1467.0,21158,3420.0,13,3420.0,0,3,4,2,3,"2,0"
1061,"1486,0",Yes,0,28,1995,Married,3,,,1.61,False,,3,3,"5,0",3,1,2,,,,1,sales representative,,"3,0",92.0,1496.0,15747,2909.0,15,2909.0,1,3,1,3,4,"4,0"
1062,,No,0,44,1979,Single,1,,travel_frequently,3.22,True,,2,5,"16,0",2,2,2,,research & development,manufacturing director  -  research & development,3,manufacturing director,,,86.0,1193.0,19719,,18,,0,3,2,3,2,"2,0"
1063,,No,0,55,1968,Married,4,Life Sciences,travel_rarely,6.44,1,,2,0,"4,0",3,1,2,,,,2,healthcare representative,,"3,0",30.0,1229.0,16143,,16,,0,3,4,3,2,"3,0"
1064,"1507,0",No,0,28,1995,Single,3,Life Sciences,travel_frequently,11.27,True,,5,0,"5,0",4,1,3,,,,2,sales executive,,"3,0",55.0,467.0,11827,4898.0,14,4898.0,0,3,3,1,4,"3,0"
1065,"1509,0",No,1,49,1974,Marreid,2,Medical,travel_rarely,72.42,True,,3,4,"10,0",3,1,2,,,,2,laboratory technician,,"4,0",43.0,271.0,23070,,25,,1,2,45,1,1,"3,0"
1066,"1513,0",No,1,29,1994,,1,Life Sciences,travel_frequently,3.22,False,,3,0,,3,0,2,,,,1,laboratory technician,No,"3,0",97.0,410.0,4668,3180.0,13,3180.0,3,3,4,2,3,"3,0"
1067,"1516,0",No,0,32,1991,,3,,,16.09,True,"80,0",5,2,"10,0",5,0,0,,,,3,manager,,,64.0,495.0,21072,11244.0,25,11244.0,0,3,3,4,2,"4,0"
1068,"1537,0",Yes,1,31,1992,,3,Life Sciences,travel_frequently,4.83,1,,2,1,"7,0",7,7,7,,,,1,research scientist,No,"3,0",33.0,561.0,4156,,12,,0,3,4,3,1,
1069,"1552,0",No,0,40,1983,Divorced,2,Life Sciences,,69.2,False,,2,3,"8,0",2,2,2,,,,2,healthcare representative,,"3,0",72.0,1142.0,8841,4069.0,18,4069.0,0,3,4,4,3,"3,0"
1070,,No,0,36,1987,,4,Life Sciences,travel_rarely,3.22,False,,3,3,"7,0",3,1,2,,,,1,sales representative,Yes,"4,0",70.0,1157.0,17001,,21,,0,3,3,4,4,"2,0"
1071,"1560,0",No,0,33,1990,,4,Life Sciences,,12.87,0,,6,2,,2,2,2,,,,2,sales executive,No,"3,0",46.0,1242.0,10589,6392.0,13,6392.0,1,3,1,1,4,"1,0"
1072,"1568,0",No,0,30,1993,Marreid,4,,,22.53,True,,3,3,"9,0",4,1,3,,sales,sales executive  -  sales,3,sales executive,,"3,0",33.0,1288.0,17799,,12,,1,3,14,2,2,"3,0"
1073,"1573,0",Yes,0,38,1985,Married,3,Medical,travel_rarely,3.22,0,,2,4,,5,1,4,,,,2,manufacturing director,,"3,0",81.0,903.0,7653,4855.0,11,4855.0,2,3,3,2,1,"3,0"
1074,"1576,0",No,1,48,1975,Married,4,,travel_rarely,24.14,True,,3,8,,8,7,6,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",65.0,1108.0,16530,,12,,1,3,3,1,4,"2,0"
1075,"1580,0",No,0,34,1989,,4,,,1.61,1,,3,9,,2,2,1,,research & development,research scientist  -  research & development,2,research scientist,No,"3,0",45.0,1351.0,13008,,17,,1,3,2,4,2,"2,0"
1076,"1583,0",No,1,38,1985,Single,3,Life Sciences,travel_rarely,25.75,False,,5,2,"8,0",3,1,2,,,,2,sales executive,No,"3,0",90.0,437.0,16379,,12,,0,3,2,2,2,"4,0"
1077,"1587,0",No,1,35,1988,Single,4,,travel_rarely,16.09,True,"80,0",4,3,,5,0,4,,,,2,healthcare representative,Yes,"3,0",51.0,,4223,,16,,0,3,1,3,3,"3,0"
1078,"1592,0",No,0,23,2000,Married,3,,,16.09,1,,2,2,"4,0",2,2,2,,,,1,research scientist,No,"3,0",45.0,977.0,12826,,16,,1,4,4,3,4,"3,0"
1079,"1594,0",No,0,36,1987,,4,,,9.66,False,,3,3,"9,0",3,0,2,,,,2,laboratory technician,Yes,"3,0",80.0,1302.0,19711,,13,,1,4,1,1,4,"3,0"
1080,"1597,0",No,0,34,1989,,4,,travel_frequently,57.94,0,"80,0",3,1,"8,0",8,7,7,,,,2,healthcare representative,No,"3,0",92.0,653.0,15332,,14,,1,2,36,3,2,"2,0"
1081,,No,1,22,2001,Married,2,Other,non-travel,41.84,1,,2,1,"4,0",4,1,3,,,,1,research scientist,,,85.0,457.0,10293,,14,,0,2,2,3,2,"2,0"
1082,"1607,0",No,1,32,1991,Married,4,,,8.05,1,,3,3,"6,0",3,0,2,,,,1,research scientist,No,"3,0",35.0,634.0,18783,3312.0,17,3312.0,2,4,2,4,4,"3,0"
